/*********************************************
 * OPL 12.5.1.0 Data
 * Author: Mateusz
 * Creation Date: May 24, 2016 at 10:16:43 PM
 *********************************************/

   //***************Sta³e opisuj¹ce problem************************
 
    //Rozmiar wektorów / macierzy
 liczbaKomponentow = 2;
 liczbaMiesiecy = 3;
 liczbaZmiennych = 6;
 liczbaScenariuszy = 100;
 
   //Realizacja umowy wymaga dostawy okreœlonej liczby sztuk komponentu A/B
 umowa = [1100 1200];
 
  //Limity dostawy zasobów produkcyjnych Z1/Z2 w danym miesi¹cu M1/M2/M3
 mozliweDostawyZ1 = [600 700 550];
 mozliweDostawyZ2 = [1400 900 1200];
 
  //Zapotrzebowanie na sztukê zasobu produkcyjnego przy produkcji komponentów A i B
 zapotrzebowanieZ1 = [0.2 0.7];
 zapotrzebowanieZ2 = [0.8 0.3];
  
 
  kosztProdukcji = 
 
//100
 [
 [50.269993999282 59.9839163826829 52.0854061902841 30.3998368826011 37.9903578376949 36.2968220305943]
[58.0757707043417 43.6905113314538 52.1912683962148 31.0853563549292 39.5770296237719 30.4418983335427]
[57.2077455122092 39.7865793229859 53.6088250289471 37.7056388273718 38.2933507260958 29.351726994081]
[57.3529469827486 39.1083162612896 51.4179712426376 42.6612017284749 44.4502073455002 21.5216411647709]
[56.4908073447533 36.3627692424443 51.4305358323525 46.5271625819422 41.0978823730891 24.1586252850446]
[57.1470979993303 37.9895104403577 52.1900173816698 44.3385372285803 44.1023172792828 21.7261343882597]
[55.9569531090001 35.1323094312867 52.6676760099949 46.7801456294255 43.8512594238179 22.0798180493885]
[55.6049957727122 32.2018724332062 53.6716129349889 41.5691995915333 43.3233138539429 23.2334316418672]
[54.8136716142328 33.287218053707 52.9923437595452 37.8460152609344 42.8688744209223 21.0512702634275]
[55.8513462047418 39.3546038791098 51.0912676555959 38.1723835829389 47.3187893115836 22.14421410479]
[55.3242507120224 34.9093758910908 51.2341225169234 41.0011725088835 47.7349301466745 30.5882211456612]
[55.1171230847839 36.7466998636664 49.7124330279704 36.3917761051489 47.6900496239637 27.6305680421301]
[53.8230114087659 38.0219492822704 49.080678655177 39.4449356819053 47.1341741192418 30.1198042858714]
[55.12320943995 37.93052444905 49.3447099721067 36.3167276783541 45.2387072124368 24.445624500096]
[55.0483340355823 41.0512260925548 49.7896898133391 37.2294692564469 49.1073870231579 28.6651993014113]
[54.8698287759466 37.5981062987717 48.4382703459209 31.9943946405059 47.5316160180027 30.1672483902282]
[53.9286899412122 40.4857185375723 49.7705280428578 29.9836652770185 47.1322796673247 33.1815597138315]
[54.2572948588768 40.3918028216746 49.726427344603 29.0448254510889 41.5911238924023 28.0554249783905]
[53.2811932800473 40.7334609331065 52.3861900588414 33.5046549048718 42.6352880785578 21.5608818627414]
[55.1258484928045 38.5068092543909 50.0103659768722 41.40438389555 45.7065172804116 27.2778361547454]
[54.8962173909308 39.7356668783179 49.1462423893979 36.7051036841088 47.241205640664 26.7765818410065]
[54.8601671574123 41.7243473709046 48.7673660046746 38.0505069885184 49.0893875171823 26.0616016428197]
[55.6892429571657 41.4518866838784 47.8119720340732 35.2579407230543 49.1933097479361 27.8646983389115]
[55.52147624273 39.2797310341667 49.245471480814 37.0385245720412 47.4057120051593 31.4627567573034]
[55.0048646784117 38.566988826587 49.7178486675357 35.655316061594 47.9774266858327 30.5153842125148]
[55.2390628391844 38.4200118263116 49.5700027648281 34.2071022528359 45.2747400253666 33.18817748306]
[55.0213860902889 40.2647099359284 50.0385408004524 35.4316408016528 44.0043805208996 25.7492330115846]
[55.8239880256565 40.4785011938902 50.862456755913 37.2768277875443 40.4972973873908 30.9180622734083]
[56.9789192082711 39.722301665088 52.1920809064984 37.4742438334804 38.2561597940432 27.8562427223704]
[54.8128435924485 38.2501920302447 53.6262194928607 31.9029910960247 39.4776128173933 32.0043276488585]
[56.3012404142352 36.2255186764694 54.3145065308232 40.2536158695556 37.6832958624534 36.8196076921176]
[55.6799210063443 34.6765622915543 54.0311823279479 35.6379264651208 39.6394992287091 32.5541381852647]
[54.827785872864 36.8276410416575 52.2570707255199 30.0845438953989 41.0930209698698 30.2104774678543]
[55.5728682919215 39.2211487391111 53.2065668273457 32.3412150818887 38.6029578375346 38.1735166010116]
[55.0590055022936 38.4685622253516 52.3100526159103 30.6885551686772 38.9941085106626 35.4152756343207]
[54.7596850576803 39.2657454131254 52.0220434033826 41.3974429175828 39.6562515146201 30.2852929623176]
[55.8420469860735 38.7963281643941 51.881998975959 35.4792005799616 42.4212647582682 32.1125901254063]
[54.2008102960234 37.6279844098773 53.0193376962247 28.2590014404004 41.1236764425375 33.7617241033434]
[54.9916934641141 37.4090131706554 52.5997402844224 31.3849713661894 38.6416438383783 32.923600755891]
[55.0975035235404 38.1280107130872 53.3607373258381 29.9158156636462 42.3136225497142 26.7745106922182]
[56.139365993136 39.0083458192374 50.9844865400974 36.8912679552112 44.0951797510386 31.8016221014196]
[54.7785870329272 42.0169854419245 49.120057577505 31.1510176651899 44.3727724325717 32.9612054766559]
[54.217739068343 44.6645176656371 47.4647736759378 32.8646968208744 46.8259771112916 29.3185527214481]
